name,intro,address,tel,fax,email,site
国际商会国际仲裁院（The International Chamber of Commerce）,简介：成立于1923年，是国际商会下设的常设仲裁机构。国际商会的总部设在巴黎。国际商会国际仲裁院是当今世界上提供国际经济贸易仲裁服务较多的和具有广泛影响的国际仲裁机构，是国际商事仲裁的一大中心。,"办公地址：33-43 avenue du Président Wilson 75116 Paris, France",联系电话：\xa0+33(0)149532907,,,网址：\xa0http://www.iccwbo.org/
国际投资争端解决中心（The International Center for Settlement of Investment Disputes）,"简介：国际投资争端解决中心(简称ICSID)是依据《解决国家与他国国民间投资争端公约》而建立的世界上第一个专门解决国际投资争议的仲裁机构。是一个通过调解和仲裁方式，专为解决政府与外国私人投资者之间争端提供便利而设立的机构。其宗旨是在国家和投资者之间培育一种相互信任的氛围，从而促进国外投资不断增加。提交该中心调解和仲裁完全是出于自愿。根据《华盛顿公约》，设立中心的宗旨在于专为外国投资者与东道国政府之间的投资争端提供国际解决途径，即在东道国国内司法程序之外，另设国际调解和国际仲裁程序。但""中心""本身并不直接承担调解仲裁工作，而只是为解决争端提供便利，为针对各项具体争端而分别组成的调解委员会或国际仲裁庭提供必要的条件，便于他们开展调解或仲裁工作，""中心""可以受理的争端仅限于一缔约国政府(东道国)与另一缔约国国民(外国投资者)直接因国际投资而引起的法律争端。对一些虽具有东道国国籍，但事实上却归外国投资者控制的法人，经争端双方同意，也可视同另一缔约国国民，享受""外国投资者""的同等待遇。","办公地址：美国首都华盛顿D.C.的世界银行内 1818 H Street, N.W. MSN J2-200 Washington, D.C. 20433 U.S.A. ",联系电话： (202) 458-1534,,,网址：\xa0https://icsid.worldbank.org/
阿联酋迪拜国民银行（Emirates NBD）,,"办公地址：P.O. Box 777, Deira, Dubai, United Arab Emirates",联系电话：\xa0+971 600 54 0000,,,网址：\xa0http://www.emiratesnbd.com/en/
中华人民共和国驻爱沙尼亚共和国大使馆,,"地址：NARVA MNT.98, 15009 TALLINN, ESTONIA",,传真：（372）6016566,,网址：http://www.chinaembassy.ee/chn/
阿布扎比商业银行（Abu Dhabi Commercial Bank）,,,联系电话：\xa0+971 2 6210090,,,网址：\xa0http://www.adcb.com/
阿联酋伊斯兰银行（Emirates Islamic Bank）,,"通信地址：PO Box 6564, Dubai",联系电话：\xa0+971 600599995,,,网址：\xa0http://www.emiratesislamicbank.ae/en/
阿联酋外交部（United Arab Emirates Ministry of Foreign Affairs）,,,联系电话：+97122222000 ,,,网址：http://www.mofa.gov.ae/EN/Pages/default.aspx
中华人民共和国驻白俄罗斯共和国大使馆,,"地址：22, BERESTYANSKAYA STR., MINSK, THE REPUBLIC OF BELARUS, 220071 ",,,,网址：http://by.china-embassy.org/chn/
阿联酋Federal Supreme Court,,"办公地址：\xa0（Abu Dhabi）Al Butain, behind Hilton Corniche Hotel",联系电话：\xa0+971 2 6937456,,,
中华人民共和国驻阿拉伯联合酋长国大使馆,,"地址：阿布扎比西22区26号PLOT NO.26, SECTOR NO.W-22, ABU DHABI",,"传真：+971-2-4436835, 4435440",,网址：http://www.fmprc.gov.cn/ce/ceae/chn/
中华人民共和国驻阿塞拜疆共和国大使馆,,,,传真：00994-12-4980010,,网址：http://az.china-embassy.org/chn/
中华人民共和国驻巴基斯坦伊斯兰共和国大使馆,,"地址：Ramna 4, Diplomatic Enclave, Islamabad, Pakistan",,,,网址：http://pk.chineseembassy.org/chn/
中华人民共和国驻保加利亚共和国大使馆,,"地址：STR. ALEXANDER VON HUMBOLDT 7, SOFIA 1113, REPUBLIC OF BULGARIA\u3000 ",,传真：00359－2-9711081,,网址：http://www.chinaembassy.bg
中华人民共和国驻吉尔吉斯共和国大使馆,,地址：比什凯克市和平大街299/7号（转阿布德拉赫曼诺瓦大街400米）,,传真：00996-312-597505,电子邮箱：chinaemb_kg@mfa.gov.cn,网址：http://me.chineseembassy.org/chn/
中华人民共和国驻捷克共和国大使馆,,"地址：Pelléova 18, 160 00 Praha 6 ? Bubene?, Czech Republic",联系电话：+420 233028898、+420 728939951（领事应急）,传真：+420 233028845,电子邮箱：konzularniodd@seznam.cz,网址：http://www.chinaembassy.cz/chn/
蒙古UB City Bank,,"[""地址：Great Chinggis Khaan",联系电话：+976 11 319041,传真：+976 11 330508,电子邮箱：info@ubcbank.mn,网址：http://www.ubcbank.mn/index.php?weblang=en
保加利亚Sandoulov’s Legal Office律师事务所,简介：主要从事民法、房地产法律、财产法、商法和合同法等领域。,,联系电话：\xa000359 2 650517,,,网址：\xa0www.lawyers.visa.bg
中华人民共和国驻老挝人民民主共和国大使馆,,"地址：WAT NAK ROAD, SISATTANAK, VIENTIANE, LAO P.D.R",,传真：00856-21-315104 ,,网址：http://la.china-embassy.org/chn/
中华人民共和国驻波兰共和国大使馆,,地址：ul. Bonifraterska 1 00-203 Warszawa Polska (Poland)\u3000 ,,传真：0048 22 6354211,,网址：http://www.chinaembassy.org.pl/chn/
菲律宾Angara Abello Concepcion Regala & Cruz(ACCRALAW)律师事务所,简介：ACCRALAW是菲律宾国内最为有名的律师事务所，该所长期为包括马尼拉电气公司（Manila Electric Company），菲律宾中华银行（Rizal Commercial Banking Corporation），菲律宾生力酒厂（San Miguel）在内的知名客户提供法律服务。 而在该所众多业务领域当中，争议解决业务可以被比作是皇冠上的那颗珍珠。ACCRALAW在众多诉讼和仲裁案件当中有着极为傲人的战绩。近几年来，该所在能源及金融领域争议案件当中所取得的成绩更是可圈可点。包括代理菲律宾能源巨头Redondo Peninsula Energy，为一项针对其公司旗下一个300兆瓦发电项目所提起的特别民事诉讼（Special Civil Action）进行辩护。,"办公地址：22/F ACCRALAW TOWER Second Avenue corner 30th Street, Crescent Park West Bonifacio Global City, 0399 Taguig Metro Manila",联系电话：(632) 830-8000,,,网址：\xa0http://www.accralaw.com/
中华人民共和国驻哈萨克斯坦共和国大使馆,,,,,,网址：http://www.fmprc.gov.cn/ce/ceka/chn/\u3000
阿塞拜疆国家工商会,,,联系电话：00994-12-4928912/4925126,传真：00994-12-4971997,,网址：www.chamber.com.az 
阿塞拜疆经济和工业部(The Ministry of Economy and Industry of the Republic of Azerbaijan),,"地址：84, U.Hajibekov Street, Baku (Government House)",联系电话：(+99412) 4938867,传真：(+99412) 4925895,电子邮箱：office@economy.gov.az,网址：http://www.economy.gov.az/index.php?lang=en
吉尔吉斯斯坦Confidens Legal Agency律师事务所,,办公地址：\xa0217/4 Moscowskaya St. Bishkek,联系电话：\xa000996-312-650046 650133/244990,,,
美国查德本-派克律师事务所（哈萨克斯坦）,简介：美国查德本-派克律师事务所是一家跨国一流律师事务所，在为哈萨克斯坦国内外石油天然气、采矿、金融、能源及电信等领域投资者提供法律服务方面，具有相当丰富的执业经验，尤其是在并购、投资、行业监管及诉讼仲裁等领域的法律业务上更是享负盛誉，并曾被《钱伯斯》欧洲评为年度“中亚区”最佳律师事务所的榜首。,办公地址：哈萨克斯坦共和国、阿拉木图市、邮编050010\u3000多斯特科大街四十三号、多斯特科商务中心大楼四层,联系电话：+7 727 2585 088,,,网址：\xa0http://www.chadbourne.com/
阿塞拜疆财政部,,"地址：AZ 1022,Baku.,\xa0S.Vurgun ST.\xa083",联系电话：00994-12-5983012/5980562,传真：00994-12-5987969,电子邮箱：info@maliyye.gov.az,网址：http://www.maliyye.gov.az/en
保加利亚Lega InterConsult律师事务所,简介：成立于1990年，从事与经济有关的法律业务，参与了多项大型私有化项目，包括银行、电信、啤酒厂、玻璃陶瓷工业、食品加工工业、建筑、化学和橡塑工业等。在索非亚、布尔加斯、洛文奇、多不理奇、普列文、老扎过拉、瓦尔纳等地有办事处，和维也纳、多特蒙德有合伙人。客户包括AEG、安联、巴斯夫、可口可乐等国际大公司，以及BALKAN STAR(奔驰在保独家代理商)、MOBIKOM、ZAGORKA啤酒厂等国内客户。,,联系电话：00359 2 9713935,,,网址：www.legainterconsult.com
中华人民共和国驻卡塔尔大使馆,,"地址：Building 250, Street 801, Zone 66\xa0 Doha, Qatar",联系电话：00974－30177116,传真：00974－44934201,电子邮箱：chinaemb_qa@mfa.gov.cn,网址：http://qa.china-embassy.org/chn/
阿塞拜疆华人合作友好协会,,,联系电话：00994-12-5115788,,电子邮箱：info@china.az,网址：www.china.az 
中华人民共和国驻波斯尼亚和黑塞哥维那大使馆,,"地址：Bra?e Begi? 17, 71000 Sarajevo, Bosnia and Herzegovina 波斯尼亚和黑塞哥维那，萨拉热窝市，布拉切贝吉奇大街17号，71000\u3000 ",,传真：00387-33-215 108,,网址：http://ba.chineseembassy.org/chn/
"保加利亚Djingov, Gouginski, Kyutchukov & Velichkov律师事务所",简介：从事领域包括一般合作与贸易、合资、企业重组、私有化、银行、能源、劳动与社会事务、政府政策咨询等。客户包括宝马公司、奔驰公司、德意志银行、DHL等。,,联系电话：00359 2 9321100,,,
保加利亚SAGITTA LEGIS律师事务所,简介：商法、水法、私有化与投资、破产、商务谈判等业务。,,联系电话：00359 29808921,,,
中华人民共和国驻黑山大使馆,,"地址：Radosava Buri?a bb, 81000 Podgorica, Montenegro",联系电话：00382-20-609276,传真：00382-20-609275,电子邮箱：chinaemb_me@mfa.gov.cn,网址：http://me.chineseembassy.org/chn/
中华人民共和国驻克罗地亚共和国大使馆,,地址：Mlinovi 132，10000，Zagreb,,传真：003851?4637012 ,,网址：http://hr.china-embassy.org/chn/
保加利亚BORISLAV BOYANOV & CO律师事务所,简介：成立于1990年，在保六个主要城市设有办事处：索非亚、普罗夫迪夫、布尔加斯、老扎果拉、卢塞、萨维里沃。该事务所在索非亚有5家合伙人、10家合作者、3个注册商标和专利律师（？trademark and patent attorneys）、1个公证师和2位经理人。该事务所与美、欧、独联体及中欧国家的同行保持业务联系，在投资方面有一定经验。,,联系电话：00359 2 9813103,,,网址：www.boyanov.com
立陶宛马格努松律师事务所,简介：马格努松律师事务所是一个独立的向客户提供全方位法律服务的国际律师事务所。我们在柏林、哥本哈根、哥德堡、赫尔辛基、明斯克、马尔默、莫斯科、奥斯陆、里加、斯德哥尔摩、塔林和华沙等城市设有分所。,"办公地址：Magnusson Vilniaus str. 19 Kaunas LT-44284, Lithuania",联系电话：+46 31 755 20 12,,,网址：http://www.magnussonlaw.com/international/LT
阿富汗司法部（Ministry of Justice）,,"办公地址：\xa0Charayee Pashtoonistan, Foroushgah, Kabul, Afghanistan",联系电话：\xa00093-202100322,,,网址：\xa0http://moj.gov.af/en
马来西亚Shearn Delamore律师事务所,简介：业务领域??企业和商业服务 企业秘书部 反垄断与竞争法 仲裁与诉讼 劳动和就业 能源，自然资源与绿色科技 环境保护法 金融服务 移民法 基础设施项目 知识产权 个人资料保护及隐私权 房地产 监督与合规 税务 电讯及科技,"办公地址：7th Floor, Wisma Hamzah-Kwong Hing No.1, Leboh Ampang 50100 Kuala Lumpur, Malaysia",联系电话：(603) 2027 2727,,,网址：http://www.shearndelamore.com/
中华人民共和国驻立陶宛共和国大使馆,,地址：维尔纽斯市阿尔及尔多大街36号（Algirdo g. 36\xa0 Vilnius） \u3000\u3000,,传真：00370-5-2162682,,网址：http://www.chinaembassy.lt/chn/
阿联酋经济部（United Arab Emirates Ministry of Economy）,,,联系电话：\xa00097126131111,,,网址：\xa0http://www.economy.gov.ae/English/pages/default.aspx
中华人民共和国驻拉脱维亚共和国大使馆,,"地址：拉脱维亚共和国里加市甘尼布丹比斯街5号5 GANIBU DAMBIS STREET,RIGA,LV 1045,LATVIA\u3000\u3000",,传真：00371-67357025/67323263,,网址：http://www.fmprc.gov.cn/ce/celv/chn/
爱沙尼亚TRINITI律师事务所,,"办公地址：Tartu road 2, 15th floor, “City Plaza” Tallinn 10145, Estonia",联系电话：+372 6 850 950,,,网址：http://triniti.ee/en/practice-areas/banking-finance
中华人民共和国驻阿富汗大使馆,,"地址：Sardar Shah Mohamoud Ghazi Watt, Kabul, Afghanistan",,传真：0087-0600-150-874,,网址：af.china-embassy.org 
中华人民共和国驻马来西亚大使馆,,地址：马来西亚吉隆坡市安邦路229号 \u3000\u3000,,传真：00603-21414552（办公室）、00603-42513233（经商处）,,网址：http://www.fmprc.gov.cn/ce/cemy/chn/
中华人民共和国驻孟加拉人民共和国大使馆,,"地址：PLOT 2 &4, EMBASSY ROAD, BARIDHARA, DHAKA, BANGLADESH \u3000\u3000",,传真：(0088-02)8858259,,网址：http://bd.china-embassy.org/chn/
中华人民共和国驻摩尔多瓦共和国大使馆,,"地址：STR.M.DOSOFTEI 124, CHISINAU, REPUBLIC OF MOLDOVA ",,传真：00373-22-295960,,网址：http://www.fmprc.gov.cn/ce/cemd/chn/
中华人民共和国驻马其顿共和国大使馆,,"地址：马其顿斯科普里市474大街20号Street 474,NO.20,1000,Skopje,Macedonia",,传真：00389-2-3212500,,网址：http://mk.china-embassy.org/chn/
中华人民共和国驻尼泊尔联邦民主共和国大使馆,,"地址: Hattisar, Kathmandu",,传真: 00977-1-4438260,,网址：http://www.fmprc.gov.cn/ce/cenp/chn/
阿曼中资企业协会,简介：阿曼中资企业协会的正式名称为阿曼中资企业联谊会，成立于2007年11月份，阿曼中资企业联谊会的办事机构设在秘书长单位，现为华为（阿曼）公司。,地址：马斯喀特科技园区,联系电话：00968-24472700,,电子邮箱：l.w@huawdi.com,
中华人民共和国驻缅甸联邦共和国大使馆,,"地址：NO.1, Pyidaungsu Yeiktha Road, Dagon Township, Yangon \u3000\u3000",联系电话：0095-1-221926,传真：0095-1-228319,,网址：http://mm.china-embassy.org/chn/
中华人民共和国驻罗马尼亚大使馆,,"地址：Sos. Nordului Nr.2, Sector 1, Bucharest, 014101, Romania罗马尼亚布加勒斯特市北方路2号",,传真：0040-21-2330684,电子邮箱：consulate_rom@mfa.gov.cn,网址：http://www.chinaembassy.org.ro/chn/
中华人民共和国驻乌兹别克斯坦共和国大使馆,,"地址：塔什干市,古里亚莫夫院士街(原果戈里街)79号№.79,Academician Gulomov Street(former Gogol Street),Tashkent,Republic of Uzbekistan",,传真：00-998-71-2334735,,网址：http://uz.chineseembassy.org/chn/\u3000
中华人民共和国驻乌克兰大使馆,,,,传真：2537371 ,,网址：http://ua.chineseembassy.org/chn/
中华人民共和国驻文莱达鲁萨兰国大使馆,,"地址：No.17 Simpang 465-7, Jalan Muara, Sungai Hanching, Bandar Seri Begawan, BC2115, Brunei Darussalam",,传真：00673-2335380 ,,网址：http://www.fmprc.gov.cn/ce/cebn/chn/
中华人民共和国驻新加坡共和国大使馆,,地址：东陵路150号，新加坡247969邮区,,电话：64712117\xa0 \xa0传真：64795345,电子邮箱：chinaemb_sg@mfa.gov.cn,网址：http://www.chinaembassy.org.sg/chn/
中华人民共和国驻马尔代夫共和国大使馆,,"地址：马尔代夫马累，H.Nookurikeela, Dhunbugas Magu ",,传真：00960-3010642\xa0\xa0 ,,网址：http://mv.chineseembassy.org/chn/
中华人民共和国驻以色列国大使馆,,"地址：219 Ben Yehuda St., P.O.B.6067, Tel Aviv 61060, Israel",,传真：+972-3-6023170,,网址：http://www.fmprc.gov.cn/ce/ceil/chn/
中华人民共和国驻匈牙利大使馆,,"地址：1068 Budapest,Városligeti fasor 20-22",,传真：0036-1-4133378,电子邮箱：consulate_hun@mfa.gov.cn,网址：http://www.fmprc.gov.cn/ce/cehu/chn/
中华人民共和国驻印度尼西亚共和国大使馆,,"地址：Jl. Mega Kuningan No.2, Jakarta Selatan 12950, Indonesia",,传真：0062-21-5761024,,网址：http://id.china-embassy.org/chn/
中华人民共和国驻越南社会主义共和国大使馆,,"地址：46 Hoang Dieu, Ba Dinh, Hanoi",,传真：0084-4-37338790,,网址：http://vn.china-embassy.org/chn/
中华人民共和国驻印度共和国大使馆,,"地址：Gate No. 4, Chinese Embassy, NYAYA MARG, CHANAKYAPURI, NEW DELHI-110021 ",,传真：0091－11-26111105 ,电子邮箱：chinaemb_in@mfa.gov.cn,网址：http://www.fmprc.gov.cn/ce/cein/chn/
中华人民共和国驻伊朗伊斯兰共和国大使馆,,,,传真：0098-21-26118905,,网址：http://ir.chineseembassy.org/chn/
中华人民共和国驻伊拉克共和国大使馆,,,,,经商处电子邮箱：iq@mofcom.gov.cn,网址：http://iq.chineseembassy.org/chn/
中华人民共和国驻也门共和国大使馆,,"地址：EMBASSY OF THE PEOPLE`S REPUBLIC OF CHINA，AL-ZUBAIRY STREET , SANA’A , YEMEN\u3000",,传真：00967-1-275341,,网址：http://www.fmprc.gov.cn/ce/ceyem/chn/
中华人民共和国驻约旦哈希姆王国大使馆,,"地址：Jakarta Street No.9, Rabyah, Amman，Jordan",,传真：00962-6-5518713,,网址：http://jo.chineseembassy.org/chn/
中华人民共和国驻亚美尼亚共和国大使馆,,"地址：亚美尼亚埃里温市巴格拉米扬元帅大街12号12,Marshal Bagramian Ave.,Yerevan,Armenia",,传真：00 374 10 545761,电子邮箱：chinaemb_am@mfa.gov.cn,网址：http://am.chineseembassy.org/chn/\u3000
中华人民共和国驻柬埔寨王国大使馆,,"地址：金边毛泽东大道156号（No.156, Mao Tse Toung Blvd., Phnom Penh, Cambodia）\u3000",,传真：00855-23-720922,电子邮箱：chinaemb_kh@mfa.gov.cn,网址：http://kh.china-embassy.org/chn/
中华人民共和国驻蒙古国大使馆,,"地址：蒙古国乌兰巴托市北京街2号C.P.O.BOX672 BEIJINGIIN GUDAMJ 2, ULAANBAATAR, MONGOLIA \u3000\u3000",,传真：00976-11-311943,,网址：http://mn.china-embassy.org/chn/
爱沙尼亚中央银行（EESTI PANK）,简介：主要职责是确保爱沙尼亚金融稳定。具体负责四项工作：通过实施独立的货币政策参与国家经济政策的制定；通过制定相关政策规范金融机构、确保结算系统运作正常，确保金融稳定；确保货币正常流通。,"地址：Estonia pst 13, 15095 Tallinn, Estonia",联系电话：(+372) 66 80 719,传真：(+372) 66 80 836,电子邮箱：info@eestipank.ee,网址：http://www.eestipank.ee/en
爱沙尼亚经济交通部（Ministry of Economic Affairs and Communications）,,"地址：Harju 11, 15072 Tallin",联系电话：00372-6256304,传真：00372-6313660,电子邮箱：info@mkm.ee,网址：www.mkm.ee
中华人民共和国驻阿拉伯叙利亚共和国大使馆,,地址：83，RUE ATA AYOUBI，DAMASCUS，SYRIA,,传真：00963－11－3338067,电子邮箱：chinaemb_sy@mfa.gov.cn,网址：http://sy.chineseembassy.org/chn/
爱沙尼亚财政部（Ministry of Finance）,,"地址：Suur-Ameerika 1, 15006 Tallinn",联系电话：00372-6113558,传真：00372-6966810,电子邮箱：info@fin.ee,网址：www.fin.ee
爱沙尼亚司法部（Ministry of Justice）,,"地址：Tonismagi 5a, 15191 Tallinn",联系电话：00372-6208100,传真：00372-6208109,电子邮箱：info@just.ee,网址：www.just.ee
中华人民共和国驻土耳其共和国大使馆,,"地址：G?lgeli Sokak No.34, Gaziosmanpa?a, 06700, Ankara, Turkey \u3000 ",,传真：0090-312-4464248,,网址：http://www.fmprc.gov.cn/ce/cetur/chn/\u3000
爱沙尼亚税务海关局（Estonian Tax and Customs Board）,,"地址：L??tsa 8a, 15176 Tallinn",联系电话：1811 or (+372) 880 0810 (calling from a foreign country),传真：+372 676 2709,,网址：http://www.emta.ee/?lang=en
阿拉伯-阿尔巴尼亚伊斯兰银行（Arab-Albanian Islamic Bank）,,"地址：Rruga Deshmoret e Kombit”, Nr.8, Tirana, Albania",,传真：+355-4-228387,,
阿曼财政部（Ministry of Finance）,,,,,,
阿曼经济协会（Omani Economic Association）,,"地址：P.O Box 1211, Muscat 131, Sultanate Oman",,传真：+968 24 66 44 91,电子邮箱：admin@oea-oman.org,网址：http://www.oea-oman.org/
阿尔巴尼亚银行（Bank of Albania）,"简介：根据《阿尔巴尼亚宪法》第161条第1款，阿尔巴尼亚银行（Bank of Albania）从1992年4月22日开始行使中央银行职能。1925年称为阿尔巴尼亚国民银行（National Bank of Albania），1945年被改为阿尔巴尼亚国家银行（State Bank of Albania）,1992年现名。拥有法定基金5亿列克，完全由阿政府绝对担保。","地址：Sheshi “Skenderbej”, Nr.1, Tirana, Albania",,传真：00355-4-223558，227821,,网址：www.bankofalbania.org
阿尔巴尼亚国家商业银行（National Commercial Bank of Albania）,简介：阿国家商业银行是阿第二大商业银行，最大的私有银行，总资产3.21亿美元。它成立于1993年1月，由阿尔巴尼亚商业银行（Albania Commercial Bank）和阿尔巴尼亚国民银行（National Bank of Albania）合并而成。,"地址：Bulevardi “Zhan D’Ark”, Tirana, Albania",,传真：00355-4-250956,,网址：www.bkt.com.al
阿尔巴尼亚储蓄银行（Savings Bank of Albania）,简介：阿储蓄银行是阿尔巴尼亚目前最大的商业银行，截止2002年底，其总资产高达13.7亿美元。拥有阿国内储户超过25万，其营业网点遍布全国，共有37个分（支）行和42个代表处。提供货币存储、信贷、国内国际汇兑、本外币支票、信用卡（万事达卡等）、银行担保、外汇交易和保险柜租赁等各种金融服务。阿储蓄银行以前是国有银行，在2003年开始着手私有化。阿政府通过国际公开招标，2004年1月13日，有实力的奥地利“Raiffeisen”银行中标，并与阿政府签定合同，总价款1.26亿美元，100%控股。,"地址：Rr. “Deshmoret e 4 Shkurtit”, Nr.6, Tirana, Albania",,传真：00355-4-223587，223695，224051,,网址：www.bkursimeve.com.al
阿美银行（American Bank of Albania）,简介：阿美银行1998年8月10日获批准成立，同年9月24日开始对外营业。它是由美国政府设立的“阿－美企业基金”注资成立的。是一家股份制银行，注册资金1500万美元，在地拉那、都拉斯、发罗拉、爱尔巴桑、费里和首都机场共有6个分（支）行。为阿国内外客户提供货币存储、抵押信贷、银行担保、进出口信贷、信用证结算、支票、汇票等相关金融服务。电子化程度较高，设有网上银行。,"地址： Rruga Ismail Qemali, Nr.27，Tirana, Albania",,传真：00355-4-248762,,网址：www.albambank.com
中华人民共和国驻塔吉克斯坦共和国大使馆,,地址：杜尚别市鲁达基大街143号 ,,传真：992-37-2510024,,网址：http://tj.china-embassy.org/chn/\u3000
意-阿银行（Italian-Albanian Bank）,,"地址：Rruga Barrikadave, Nr.70, Tirana, Albania",,传真：00355-4-235700,,网址：www.bia.com.al
马来西亚国际商业银行（International Commercial Bank of Malaysia）,,"地址：Rruga Ded Gjon Luli, Tirana",,传真：+355-4-237570,,
希腊国民银行地拉那分行,,"地址：Bulevardi Zogu I, Nr.72, Tirana",,传真：+355-4-233613,,
希腊商业银行(阿尔巴尼亚)（Commercial Bank of Greece(Albania) S.A.）,,"地址：Rruga e Kavajes, Tirana Tower, Tirana",,传真：+355-4-258752,,
FEFAD银行,,"地址：Rruga Sami Frasheri, Tirana e Re, Tirana",,传真：+355-4-233481,,
ALPHA银行,,"地址：Bulevardi Zogu I, Nr.47, Tirana",,传真：+355-4-232102,,
阿尔巴尼亚投资发展署（AIDA）,简介：阿尔巴尼亚投资主管部门是投资发展署（AIDA），其主要任务包括吸引外国投资，提高阿尔巴尼亚经济竞争力，鼓励创新和促进出口。下设四个部门：投资和服务部、中小企业和出口部、商业协调和创新中心、市场和运营部。,"地址：Rruga e Durr?sit, Nr 27, Tiran?, Albania",,传真：00355-42250970,电子邮箱：info@aida.gov.al,网址：www.aida.gov.al
爱沙尼亚企业投资局外国投资及贸促部,,地址：上海市西藏中路268号来福士广场4906室-50,,传真：021-63404909,电子邮箱：meelis.kuusberg@eas.ee,网址：www.eas.ee；www.investinestonia.com
阿尔巴尼亚地拉那工商会（The Chamber of Commerce and Industry of Tirana）,,"地址：Sheshi Skenderbej, Pallati i Kultures, Kati i III, Tirane Albania ",联系电话：00355-4-2232446,传真：00355-4-2227997,电子邮箱：sekretaria@cci.al,网址：www.cci.al
阿尔巴尼亚海关总署,,,联系电话：+355 42 243 917,,,网址：http://www.dogana.gov.al/en
埃及国民银行（National Bank of Egypt）,,"地址：NBE Tower, 1187 Corniche El Nil St., Boulak, Cairo",联系电话：+202 - 25945000,传真： +202 - 25945137,,网址：http://www.nbe.com.eg/en/main.aspx
阿尔巴尼亚CREDINS银行,"简介：CREDINS银行为阿尔巴尼亚第一家私人银行，2001年4月成立,同年6月13日经阿央行批准获得营业执照后开始营业。由阿尔巴尼亚一些成功商人联合控股。注册资金330万美元。主要为阿国内企业和个人提供存储、信贷、国内国际汇兑、担保和咨询等相关银行服务。","地址：Rruga Ismail Qemali, Nr.21, Tirana, Albania\u3000",,传真：+355-4-222916,,网址：www.credins.com
埃及Banque Misr银行,,"地址：151 Mohamed Farid St., Down Town Cairo",联系电话：00(02) 23912172/029,传真：002(02) 23908464/23925768,,网址：http://www.banquemisr.com/en
埃及亚历山大银行（Bank of Alexandria）,,,,,,网址：https://www.alexbank.com/En/
巴基斯坦穆斯林商业银行（Muslim Commercial Bank）,,"地址：MCB House, 1st Floor, 15 Main Jail Road, Gulburg, Lahore, Pakistan",,,,网址：https://www.mcb.com.pk/
巴基斯坦伊斯兰堡证券交易所（Islamadad Stock Exchange Limited）,,"地址：ISE Towers, 55-B, Jinnah Avenue, Islamabad, Pakistan",联系电话：+92(51)111-473-473,传真：+92(51)111-473-329,电子邮箱：info@ise.com.pk,网址：http://www.ise.com.pk/beta/site/index.asp
巴基斯坦联邦税收委员会（FBR）,,"地址：Federal Board of Revenue House, Constitution Avenue, G-5, Islamabad",联系电话：051-111-227-227,传真：051-9205593,电子邮箱：helpline@fbr.gov.pk,网址：www.fbr.gov.pk
巴基斯坦商务部（Ministry of Commerce）,,"地址：Block “A” Pak-Secretariat, Islamabad",联系电话：+92-51-9205708,传真：+92-51-9205241,电子邮箱：mincom@commerce.gov.pk,网址：http://www.commerce.gov.pk/
巴基斯坦财政部（Ministry of Finance）,,"[""地址：Block-",联系电话： 92 51 9206382,,电子邮箱：so_coord1@finance.gov.pk,网址：http://www.finance.gov.pk/
巴基斯坦外交部（Ministry of Foreign Affairs）,,,,,,网址：http://www.mofa.gov.pk/
迪拜法院（Dubai Court）,,"办公地址：\xa0Oud Maitha Road, Um Hurair near Dubai Public Prosecution",联系电话：\xa0+97143347777,,,"网址：\xa0http://www.dubaicourts.gov.ae/portal/page?_pageid=292,433242&_dad=portal&_schema=PORTAL"
巴基斯坦水利电力部（Ministry of Water & Power）,,"地址：A Block Pak Secretariat, Islamabad, Pakistan","联系电话：+ (92-51) 9212442, 9210533（部长办公室），具体官员联系电话请见官网",,,网址：http://www.mowp.gov.pk/gop/index.php?q=aHR0cDovLzE5Mi4xNjguNzAuMTMwOjkwODAvbW93cC9kZWZhdWx0LmFzcHg%3D
迪拜工商会,,"地址：Dubai Chamber of Commerce & Industry, Baniyas Road, Deira",联系电话：(+971) 4 228 0000,传真：(+971) 4 202 8888,电子邮箱：customercare@dubaichamber.com,网址：http://www.dubaichamber.com/en/
阿尔巴尼亚外交部,,,联系电话：0800 00 22,,电子邮箱：info@mfa.gov.al,网址：www.mfa.gov.al
阿布扎比工商会,,"地址：Main Building of Abu Dhabi Chamber, Corniche Road（Main office）",联系电话：00971-2-6214000 ,传真：00971-2-6215867 ,电子邮箱：contact.us@adcci.gov.ae ,网址：http://www.abudhabichamber.ae/English/Pages/Default.aspx
阿曼司法部（Ministry of Legal Affairs）,,,,,电子邮箱：info@moj.gov.om,网址：http://moj.gov.om/index.aspx
阿治曼工商会,,,联系电话：00971-67422177,传真：00971-67427591,电子邮箱：ajmchmbr@emirates.net.ae,网址：www.ajcci.co.ae
阿联酋工商联合会,,,联系电话：00971-26214144,传真：00971-26339210,电子邮箱：fcciauh@cmirates.net.ae,网址：www.fcci.gov.ae
巴林石油天然气署（National Oil & Gas Authority）,,"地址：GBCORP Tower, 19th Floor Building No. 1411, Road No. 4626, Block 346 - Bahrain Financial Harbour District, Sea Front/ Manama",联系电话：+973-17312644,传真：+973-17293007,电子邮箱：info@noga.gov.bh,网址：http://www.noga.gov.bh/
